repo,year,participation_rate
ionic-framework,9,0.0967741935483871
ionic-framework,10,0.1
imgui,1,0.10714285714285714
imgui,2,0.125
imgui,3,0.03333333333333333
imgui,4,0.017857142857142856
imgui,5,0.015873015873015872
imgui,6,0.03225806451612903
imgui,7,0.015151515151515152
imgui,8,0.029411764705882353
imgui,9,0.021739130434782608
imgui,10,0.023529411764705882
TypeScript,1,0.07092198581560284
TypeScript,2,0.0896551724137931
TypeScript,3,0.125
TypeScript,4,0.06451612903225806
TypeScript,5,0.1
TypeScript,6,0.0625
TypeScript,7,0.02830188679245283
TypeScript,8,0.05263157894736842
TypeScript,9,0.019230769230769232
TypeScript,10,0.07272727272727272
scikit-learn,1,0.06936416184971098
scikit-learn,2,0.02830188679245283
scikit-learn,3,0.05828220858895705
scikit-learn,4,0.02643171806167401
scikit-learn,5,0.027918781725888325
scikit-learn,6,0.031818181818181815
scikit-learn,7,0.027548209366391185
scikit-learn,8,0.048327137546468404
scikit-learn,9,0.036
scikit-learn,10,0.05405405405405406
rust,1,0.10269576379974327
rust,2,0.12871287128712872
rust,3,0.14105263157894737
rust,4,0.09576427255985268
rust,5,0.10832659660468877
rust,6,0.10662358642972536
rust,7,0.09304143862392494
rust,8,0.07137129109863673
rust,9,0.07181467181467181
rust,10,0.0504334121355398
animate.css,1,1.0
animate.css,2,0.6666666666666666
animate.css,3,0.6153846153846154
animate.css,4,0.5
animate.css,5,0.1875
animate.css,6,0.375
animate.css,8,0.5
jquery,1,0.15
jquery,2,0.23809523809523808
jquery,3,0.14285714285714285
jquery,4,0.3076923076923077
jquery,5,0.1111111111111111
jquery,6,0.5
jquery,7,0.25
jquery,8,0.25
jquery,9,0.5
jquery,10,0.4444444444444444
express,1,0.52
express,2,0.5263157894736842
express,3,0.6190476190476191
express,4,0.5
express,5,0.7142857142857143
express,6,0.4473684210526316
express,7,0.7142857142857143
express,8,0.5294117647058824
express,9,0.6
express,10,0.5185185185185185
nvm,1,0.0
nvm,4,0.0
nvm,7,0.0
nvm,10,0.0
three.js,1,0.043010752688172046
three.js,2,0.02857142857142857
three.js,3,0.03018867924528302
three.js,4,0.032679738562091505
three.js,5,0.03418803418803419
three.js,6,0.03333333333333333
three.js,7,0.019801980198019802
three.js,8,0.025252525252525252
three.js,9,0.027472527472527472
three.js,10,0.011363636363636364
angular,1,0.16326530612244897
angular,2,0.1292517006802721
angular,3,0.0673076923076923
angular,4,0.07692307692307693
angular,5,0.09803921568627451
angular,6,0.07801418439716312
angular,7,0.07722007722007722
angular,8,0.07692307692307693
angular,9,0.0914826498422713
angular,10,0.09157509157509157
grafana,1,0.07053941908713693
grafana,2,0.08108108108108109
grafana,3,0.08873720136518772
grafana,4,0.08379888268156424
grafana,5,0.06829268292682927
grafana,6,0.05152224824355972
grafana,7,0.033783783783783786
grafana,8,0.03913894324853229
grafana,9,0.018648018648018648
grafana,10,0.017582417582417582
netty,1,0.027522935779816515
netty,2,0.03636363636363636
netty,3,0.0125
netty,4,0.024193548387096774
netty,5,0.04597701149425287
netty,6,0.09375
netty,7,0.013513513513513514
netty,8,0.014492753623188406
netty,9,0.018518518518518517
netty,10,0.04054054054054054
scrapy,1,0.06578947368421052
scrapy,2,0.03773584905660377
scrapy,3,0.03278688524590164
scrapy,4,0.05434782608695652
scrapy,5,0.028985507246376812
scrapy,6,0.029850746268656716
scrapy,7,0.06097560975609756
scrapy,8,0.05660377358490566
scrapy,9,0.09090909090909091
scrapy,10,0.0851063829787234
numpy,1,0.012578616352201259
numpy,2,0.026041666666666668
numpy,3,0.05106382978723404
numpy,4,0.024193548387096774
numpy,5,0.053125
numpy,6,0.03690036900369004
numpy,7,0.014545454545454545
numpy,8,0.013157894736842105
numpy,9,0.017094017094017096
numpy,10,0.02145922746781116
Ghost,1,0.1276595744680851
Ghost,2,0.1320754716981132
Ghost,3,0.15625
Ghost,4,0.13157894736842105
Ghost,5,0.14583333333333334
Ghost,6,0.08045977011494253
Ghost,7,0.03361344537815126
Ghost,8,0.02702702702702703
Ghost,9,0.0423728813559322
Ghost,10,0.05263157894736842
ansible,1,0.023371456986573842
ansible,2,0.047768206734534066
ansible,3,0.006545454545454545
ansible,4,0.004123711340206186
ansible,5,0.020134228187919462
ansible,6,0.008547008547008548
ansible,7,0.004310344827586207
ansible,8,0.04195804195804196
ansible,9,0.012048192771084338
ansible,10,0.030303030303030304
bitcoin,1,0.09803921568627451
bitcoin,2,0.06989247311827956
bitcoin,3,0.07017543859649122
bitcoin,4,0.061452513966480445
bitcoin,5,0.03409090909090909
bitcoin,6,0.05027932960893855
bitcoin,7,0.043478260869565216
bitcoin,8,0.06086956521739131
bitcoin,9,0.06504065040650407
bitcoin,10,0.03355704697986577
airflow,1,0.32
airflow,2,0.2908496732026144
airflow,3,0.2847682119205298
airflow,4,0.22448979591836735
airflow,5,0.12686567164179105
airflow,6,0.055299539170506916
airflow,7,0.05263157894736842
airflow,8,0.04498269896193772
airflow,9,0.03553299492385787
airflow,10,0.023312883435582823
FreeRDP,1,0.0
FreeRDP,2,0.04225352112676056
FreeRDP,3,0.05263157894736842
FreeRDP,4,0.038461538461538464
FreeRDP,5,0.05454545454545454
FreeRDP,6,0.037037037037037035
FreeRDP,7,0.01639344262295082
FreeRDP,8,0.04285714285714286
FreeRDP,9,0.05
FreeRDP,10,0.03076923076923077
todomvc,1,0.0
todomvc,2,0.15789473684210525
todomvc,3,0.14285714285714285
todomvc,4,0.0
todomvc,5,0.0
todomvc,8,0.3333333333333333
todomvc,9,0.0
todomvc,10,1.0
nixpkgs,1,0.013013013013013013
nixpkgs,2,0.016006739679865205
nixpkgs,3,0.017705382436260624
nixpkgs,4,0.022208513263417645
nixpkgs,5,0.004326923076923077
nixpkgs,6,0.009511993382961124
nixpkgs,7,0.004002911208151383
nixpkgs,8,0.00857449088960343
nixpkgs,9,0.00507380073800738
nixpkgs,10,0.004647920055775041
markdown-here,1,1.0
markdown-here,2,1.0
markdown-here,3,0.5
markdown-here,6,1.0
markdown-here,9,0.5
markdown-here,10,1.0
flutter,1,0.14678899082568808
flutter,2,0.16483516483516483
flutter,3,0.1253731343283582
flutter,4,0.05609756097560976
flutter,5,0.05108055009823183
flutter,6,0.05787037037037037
flutter,7,0.05656108597285068
flutter,8,0.04884318766066838
flutter,9,0.07828282828282829
flutter,10,0.07142857142857142
go-ethereum,1,0.1728395061728395
go-ethereum,2,0.0918918918918919
go-ethereum,3,0.043478260869565216
go-ethereum,4,0.11504424778761062
go-ethereum,5,0.04878048780487805
go-ethereum,6,0.08176100628930817
go-ethereum,7,0.06666666666666667
go-ethereum,8,0.01990049751243781
go-ethereum,9,0.055248618784530384
go-ethereum,10,0.01
opencv,1,0.01171875
opencv,2,0.008097165991902834
opencv,3,0.0125
opencv,4,0.01937984496124031
opencv,5,0.02531645569620253
opencv,6,0.00980392156862745
opencv,7,0.010869565217391304
opencv,8,0.01675977653631285
opencv,9,0.005649717514124294
opencv,10,0.0048543689320388345
socket.io,1,0.30864197530864196
socket.io,2,0.2903225806451613
socket.io,3,0.47058823529411764
socket.io,4,0.2222222222222222
socket.io,5,0.30434782608695654
socket.io,6,0.15
socket.io,7,0.21739130434782608
socket.io,8,0.20833333333333334
socket.io,9,0.08333333333333333
socket.io,10,0.1
shadowsocks-android,1,0.3333333333333333
shadowsocks-android,2,0.26666666666666666
shadowsocks-android,3,0.26666666666666666
shadowsocks-android,4,0.5
shadowsocks-android,5,0.3333333333333333
shadowsocks-android,6,0.5
shadowsocks-android,7,0.2
shadowsocks-android,8,0.0
shadowsocks-android,9,0.25
shadowsocks-android,10,0.0
spring-framework,1,0.043010752688172046
spring-framework,2,0.02912621359223301
spring-framework,3,0.072992700729927
spring-framework,4,0.043209876543209874
spring-framework,5,0.03076923076923077
spring-framework,6,0.02666666666666667
spring-framework,7,0.026143790849673203
spring-framework,8,0.0379746835443038
spring-framework,9,0.04477611940298507
spring-framework,10,0.027210884353741496
erpnext,1,0.02
erpnext,2,0.022556390977443608
erpnext,3,0.05925925925925926
erpnext,4,0.04285714285714286
erpnext,5,0.046153846153846156
erpnext,6,0.06504065040650407
erpnext,7,0.025210084033613446
erpnext,8,0.007407407407407408
erpnext,9,0.03529411764705882
erpnext,10,0.03587443946188341
ohmyzsh,1,0.05625
ohmyzsh,2,0.05511811023622047
ohmyzsh,3,0.017605633802816902
ohmyzsh,4,0.02564102564102564
ohmyzsh,5,0.04678362573099415
ohmyzsh,6,0.029787234042553193
ohmyzsh,7,0.0446927374301676
ohmyzsh,8,0.03608247422680412
ohmyzsh,9,0.03205128205128205
ohmyzsh,10,0.044642857142857144
kafka,1,0.04285714285714286
kafka,2,0.02127659574468085
kafka,3,0.03225806451612903
kafka,4,0.04
kafka,5,0.030837004405286344
kafka,6,0.02843601895734597
kafka,7,0.024509803921568627
kafka,8,0.0199203187250996
kafka,9,0.06227106227106227
kafka,10,0.04149377593360996
d3,1,0.21428571428571427
d3,2,0.25
d3,3,0.0
d3,4,0.5
d3,5,0.5
d3,6,0.6666666666666666
d3,7,1.0
d3,8,0.15384615384615385
d3,9,0.125
d3,10,0.3333333333333333
Rocket.Chat,1,0.09547738693467336
Rocket.Chat,2,0.16129032258064516
Rocket.Chat,3,0.10897435897435898
Rocket.Chat,4,0.13333333333333333
Rocket.Chat,5,0.0958904109589041
Rocket.Chat,6,0.11320754716981132
Rocket.Chat,7,0.10084033613445378
Rocket.Chat,8,0.05747126436781609
Rocket.Chat,9,0.1323529411764706
Rocket.Chat,10,0.044444444444444446
azure-quickstart-templates,1,0.026829268292682926
azure-quickstart-templates,2,0.014492753623188406
azure-quickstart-templates,3,0.01652892561983471
azure-quickstart-templates,4,0.004291845493562232
azure-quickstart-templates,5,0.009302325581395349
azure-quickstart-templates,6,0.006493506493506494
azure-quickstart-templates,7,0.006578947368421052
azure-quickstart-templates,8,0.0
azure-quickstart-templates,9,0.010526315789473684
azure-quickstart-templates,10,0.0
moby,1,0.06859205776173286
moby,2,0.05405405405405406
moby,3,0.061611374407582936
moby,4,0.04477611940298507
moby,5,0.031914893617021274
moby,6,0.034482758620689655
moby,7,0.11842105263157894
moby,8,0.039473684210526314
moby,9,0.08045977011494253
moby,10,0.0660377358490566
etcd,1,0.05333333333333334
etcd,2,0.06956521739130435
etcd,3,0.10526315789473684
etcd,4,0.11764705882352941
etcd,5,0.078125
etcd,6,0.10576923076923077
etcd,7,0.11940298507462686
etcd,8,0.11764705882352941
etcd,9,0.050505050505050504
etcd,10,0.056179775280898875
homebrew-cask,1,0.006218905472636816
homebrew-cask,2,0.0033647375504710633
homebrew-cask,3,0.005171299288946348
homebrew-cask,4,0.002008032128514056
homebrew-cask,5,0.004372267332916927
homebrew-cask,6,0.004416403785488959
homebrew-cask,7,0.001554001554001554
homebrew-cask,8,0.0070052539404553416
homebrew-cask,9,0.002026342451874367
homebrew-cask,10,0.004024144869215292
html5-boilerplate,1,0.22727272727272727
html5-boilerplate,2,0.25
html5-boilerplate,3,0.3
html5-boilerplate,4,0.5555555555555556
html5-boilerplate,5,0.42857142857142855
html5-boilerplate,6,0.36363636363636365
html5-boilerplate,7,0.6666666666666666
html5-boilerplate,8,0.6
html5-boilerplate,9,0.0
html5-boilerplate,10,0.25
youtube-dl,1,0.11515151515151516
youtube-dl,2,0.06521739130434782
youtube-dl,3,0.07142857142857142
youtube-dl,4,0.05
youtube-dl,5,0.04950495049504951
youtube-dl,6,0.13043478260869565
youtube-dl,7,0.11538461538461539
youtube-dl,8,0.07142857142857142
youtube-dl,9,0.0
youtube-dl,10,0.0
java-design-patterns,1,0.07894736842105263
java-design-patterns,2,0.05084745762711865
java-design-patterns,3,0.07692307692307693
java-design-patterns,4,0.07142857142857142
java-design-patterns,5,0.13559322033898305
java-design-patterns,6,0.24390243902439024
java-design-patterns,7,0.07792207792207792
java-design-patterns,8,0.05063291139240506
java-design-patterns,9,0.020833333333333332
java-design-patterns,10,0.1111111111111111
symfony,1,0.023809523809523808
symfony,2,0.030373831775700934
symfony,3,0.012024048096192385
symfony,4,0.017543859649122806
symfony,5,0.019572953736654804
symfony,6,0.01532567049808429
symfony,7,0.013793103448275862
symfony,8,0.012658227848101266
symfony,9,0.015
symfony,10,0.010395010395010396
dubbo,1,0.1
dubbo,2,0.14285714285714285
dubbo,3,0.16556291390728478
dubbo,4,0.0728476821192053
dubbo,5,0.05
dubbo,6,0.0425531914893617
dubbo,7,0.05555555555555555
dubbo,8,0.08256880733944955
dubbo,9,0.1206896551724138
dubbo,10,0.03636363636363636
jenkins,1,0.06504065040650407
jenkins,2,0.02608695652173913
jenkins,3,0.037383177570093455
jenkins,4,0.06923076923076923
jenkins,5,0.06382978723404255
jenkins,6,0.06976744186046512
jenkins,7,0.08139534883720931
jenkins,8,0.0821917808219178
jenkins,9,0.1267605633802817
jenkins,10,0.07407407407407407
node,1,0.1290824261275272
node,2,0.08269018743109151
node,3,0.08885754583921016
node,4,0.11228813559322035
node,5,0.15966386554621848
node,6,0.17034700315457413
node,7,0.15988372093023256
node,8,0.1226158038147139
node,9,0.14201183431952663
node,10,0.10869565217391304
kubernetes,1,0.07612903225806451
kubernetes,2,0.03756906077348066
kubernetes,3,0.018378378378378378
kubernetes,4,0.013407821229050279
kubernetes,5,0.007001166861143524
kubernetes,6,0.004335260115606936
kubernetes,7,0.010852713178294573
kubernetes,8,0.003952569169960474
kubernetes,9,0.0019305019305019305
kubernetes,10,0.0033333333333333335
qmk_firmware,1,0.10661764705882353
qmk_firmware,2,0.014861995753715499
qmk_firmware,3,0.008865248226950355
qmk_firmware,4,0.008264462809917356
qmk_firmware,5,0.002564102564102564
qmk_firmware,6,0.004155124653739612
qmk_firmware,7,0.0017241379310344827
qmk_firmware,8,0.005681818181818182
qmk_firmware,9,0.017937219730941704
qmk_firmware,10,0.012903225806451613
darknet,1,0.25
darknet,2,0.25
darknet,3,0.0
darknet,4,1.0
darknet,5,1.0
darknet,6,0.5
darknet,7,1.0
HanLP,1,0.1
HanLP,2,0.13333333333333333
HanLP,3,0.2
HanLP,4,0.14285714285714285
HanLP,5,0.25
HanLP,6,0.3333333333333333
HanLP,7,0.5
HanLP,8,0.25
HanLP,9,0.3333333333333333
HanLP,10,0.0
electron,1,0.08695652173913043
electron,2,0.11363636363636363
electron,3,0.06711409395973154
electron,4,0.05673758865248227
electron,5,0.05228758169934641
electron,6,0.05343511450381679
electron,7,0.06363636363636363
electron,8,0.0625
electron,9,0.05747126436781609
electron,10,0.045871559633027525
openssl,1,0.05343511450381679
openssl,2,0.037037037037037035
openssl,3,0.029850746268656716
openssl,4,0.04697986577181208
openssl,5,0.03888888888888889
openssl,6,0.022988505747126436
openssl,7,0.005
openssl,8,0.046511627906976744
openssl,9,0.041666666666666664
openssl,10,0.028268551236749116
vscode,1,0.05653710247349823
vscode,2,0.03365384615384615
vscode,3,0.05393258426966292
vscode,4,0.020253164556962026
vscode,5,0.028205128205128206
vscode,6,0.02535211267605634
vscode,7,0.008426966292134831
vscode,8,0.013029315960912053
vscode,9,0.0
vscode,10,0.017738359201773836
echarts,1,0.42105263157894735
echarts,2,0.37037037037037035
echarts,3,0.3076923076923077
echarts,4,0.22448979591836735
echarts,5,0.0851063829787234
echarts,6,0.11320754716981132
echarts,7,0.05263157894736842
echarts,8,0.0
echarts,9,0.03333333333333333
echarts,10,0.022727272727272728
reveal.js,1,0.3611111111111111
reveal.js,2,0.3333333333333333
reveal.js,3,0.5
reveal.js,4,0.56
reveal.js,5,0.07142857142857142
reveal.js,6,0.058823529411764705
reveal.js,7,0.09090909090909091
reveal.js,8,0.05555555555555555
reveal.js,9,0.16666666666666666
reveal.js,10,0.2
AspNetCore.Docs,1,0.03492063492063492
AspNetCore.Docs,2,0.01744186046511628
AspNetCore.Docs,3,0.017857142857142856
AspNetCore.Docs,4,0.013289036544850499
AspNetCore.Docs,5,0.012145748987854251
AspNetCore.Docs,6,0.011811023622047244
AspNetCore.Docs,7,0.01818181818181818
AspNetCore.Docs,8,0.01875
AspNetCore.Docs,9,0.04316546762589928
AspNetCore.Docs,10,0.01
django,1,0.11951219512195121
django,2,0.13872832369942195
django,3,0.17197452229299362
django,4,0.14393939393939395
django,5,0.12363636363636364
django,6,0.13432835820895522
django,7,0.09523809523809523
django,8,0.14671814671814673
django,9,0.15
django,10,0.125
shadowsocks-windows,1,0.3333333333333333
shadowsocks-windows,2,0.21428571428571427
shadowsocks-windows,3,0.07692307692307693
shadowsocks-windows,4,0.13636363636363635
shadowsocks-windows,5,0.25
shadowsocks-windows,6,0.0
shadowsocks-windows,9,0.0
react,1,0.06036745406824147
react,2,0.10699588477366255
react,3,0.065
react,4,0.07692307692307693
react,5,0.07317073170731707
react,6,0.0603448275862069
react,7,0.1111111111111111
react,8,0.07608695652173914
react,9,0.09322033898305085
react,10,0.06172839506172839
axios,1,0.4888888888888889
axios,2,0.3269230769230769
axios,3,0.43902439024390244
axios,4,0.4520547945205479
axios,5,0.4117647058823529
axios,6,0.25773195876288657
axios,7,0.38571428571428573
axios,8,0.4
axios,9,0.2962962962962963
axios,10,0.26356589147286824
elasticsearch,1,0.050955414012738856
elasticsearch,2,0.066006600660066
elasticsearch,3,0.033846153846153845
elasticsearch,4,0.04945054945054945
elasticsearch,5,0.07335907335907337
elasticsearch,6,0.03773584905660377
elasticsearch,7,0.05263157894736842
elasticsearch,8,0.02909090909090909
elasticsearch,9,0.03278688524590164
elasticsearch,10,0.022727272727272728
protobuf,1,0.03125
protobuf,2,0.023391812865497075
protobuf,3,0.026041666666666668
protobuf,4,0.034013605442176874
protobuf,5,0.01935483870967742
protobuf,6,0.03888888888888889
protobuf,7,0.03910614525139665
protobuf,8,0.006578947368421052
protobuf,9,0.0125
protobuf,10,0.01910828025477707
zxing,1,0.4117647058823529
zxing,2,0.2
zxing,3,0.16666666666666666
zxing,4,0.375
zxing,5,0.14285714285714285
zxing,6,0.3333333333333333
zxing,7,0.7142857142857143
zxing,8,0.18181818181818182
zxing,9,0.2
zxing,10,0.2222222222222222
godot,1,0.009478672985781991
godot,2,0.023474178403755867
godot,3,0.011013215859030838
godot,4,0.013729977116704805
godot,5,0.016786570743405275
godot,6,0.011389521640091117
godot,7,0.016417910447761194
godot,8,0.007022471910112359
godot,9,0.004054054054054054
godot,10,0.008771929824561403
spark,1,0.01834862385321101
spark,2,0.010101010101010102
spark,3,0.02295918367346939
spark,4,0.01764705882352941
spark,5,0.005797101449275362
spark,6,0.012539184952978056
spark,7,0.00909090909090909
spark,8,0.020710059171597635
spark,9,0.016611295681063124
spark,10,0.019886363636363636
laravel,1,0.05263157894736842
laravel,2,0.16901408450704225
laravel,3,0.1348314606741573
laravel,4,0.14285714285714285
laravel,5,0.0847457627118644
laravel,6,0.1
laravel,7,0.13725490196078433
laravel,8,0.10810810810810811
laravel,9,0.125
laravel,10,0.1
gitignore,1,0.006289308176100629
gitignore,2,0.016
gitignore,3,0.022900763358778626
